ensembl_ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene
ENSMUSG00000022553,460.33747597760123,-0.17726839152582882,0.08731582180188727,2.2307756028875955e-4,0.03963242467287971,Maf1
ENSMUSG00000117401,22.075537297636945,-0.10468394542314413,0.14573396974590452,2.230785592118513e-4,0.03963242467287971,4833419F23Rik
ENSMUSG00000032280,625.9916819720817,0.163234918646619,0.06915698005859945,2.2903883722122105e-4,0.040045441142726186,Tle3
ENSMUSG00000026034,465.6087178505195,-0.1728424967921096,0.08279236053397444,2.4096671041286963e-4,0.0409596691615057,Clk1
ENSMUSG00000017778,1064.5354411330932,-0.1634843887531407,0.07055740393350968,2.454233467688948e-4,0.0409596691615057,Cox7c
ENSMUSG00000036438,1800.5000689373885,-0.13182698998776818,0.042666336089600895,2.4389788977622636e-4,0.0409596691615057,Calm2
ENSMUSG00000024759,302.4450692554742,-0.18408733287749168,0.1001209002700526,2.491484734240809e-4,0.040960752757705235,Atl3
ENSMUSG00000063882,1752.6100510974245,-0.14746539284233678,0.05444870847775074,2.786895737539739e-4,0.04323613598450736,Uqcrh
ENSMUSG00000030852,174.26252088201792,0.20124142469866513,0.13813460903257666,2.77537013738452e-4,0.04323613598450736,Tacc2
ENSMUSG00000032580,405.39665961478494,0.17514425890251284,0.08876691340233903,2.7055464395892904e-4,0.04323613598450736,Rbm5
ENSMUSG00000038518,244.66062666890315,0.19421690742208392,0.12084566356052105,2.7446782513859094e-4,0.04323613598450736,Jarid2
ENSMUSG00000074578,1125.3441829265425,-0.17333558988447567,0.08738627923889905,2.857198836369741e-4,0.04371117386473986,Zfas1
ENSMUSG00000032402,33.688230557436526,-0.10249021854203297,0.14289005564045024,3.046605302537898e-4,0.04564006223500423,Smad3
ENSMUSG00000058392,419.1114901752453,0.1755225057463528,0.09275515437789814,3.0790505232620123e-4,0.04564006223500423,Rrp1b
ENSMUSG00000024646,714.2352389763411,-0.16756917599516305,0.0806798442317052,3.107584809464655e-4,0.04564006223500423,Cyb5a
ENSMUSG00000051735,332.61120923612253,0.17423727054959112,0.09165329998726808,3.18679708692126e-4,0.04618759199004958,Rinl
ENSMUSG00000035047,131.12031061448334,0.1971230603637123,0.14731139356263218,3.2657521100404633e-4,0.04671722011960481,Kri1
ENSMUSG00000105987,177.88458802758768,0.18878837042773405,0.12523315030558274,3.637727020979117e-4,0.05137123478985254,AI506816
ENSMUSG00000038642,376.513006908411,-0.16282041727714874,0.07819965918632381,3.839136549840637e-4,0.053529226704423574,Ctss
ENSMUSG00000049922,176.7822428553278,0.1860902893668056,0.13502590929448527,4.349750638158111e-4,0.05703869438013284,Slc35c1
ENSMUSG00000030124,275.5615595346506,0.1843816772037479,0.12440413450211621,4.2264645656659165e-4,0.05703869438013284,Lag3
ENSMUSG00000001248,271.78670857867695,0.18052645877972567,0.11551355025668165,4.319407241761169e-4,0.05703869438013284,Gramd1a
ENSMUSG00000021910,308.7159397307939,0.1684145101227517,0.09055591102980348,4.2918619199257e-4,0.05703869438013284,Nisch
ENSMUSG00000050106,90.41446679866009,0.1833739817093766,0.15308162392094563,4.33196286344234e-4,0.05703869438013284,Tmc8
ENSMUSG00000056851,6511.064763459601,-0.11176543457798419,0.03587744266347566,4.7989818656627125e-4,0.06075952327617791,Pcbp2
ENSMUSG00000038500,123.12782215741527,0.1830881271221595,0.14197088256275722,4.7627381567934903e-4,0.06075952327617791,Prr3
ENSMUSG00000033016,571.8595093598185,0.15515431306215927,0.07116217309943329,4.792938668025699e-4,0.06075952327617791,Nfatc1
ENSMUSG00000031916,131.33033276475282,0.18182773366245114,0.13467381020361674,4.947776026613695e-4,0.061235677452977366,Cog8
ENSMUSG00000041028,1522.074610564599,-0.14556639639931745,0.05868946067043985,4.893796204972638e-4,0.061235677452977366,Ghitm
ENSMUSG00000007050,837.0778117704256,0.1480058101042302,0.06202823261943923,5.038036500360671e-4,0.061659968946080876,Lsm2
ENSMUSG00000104291,74.67680811627991,0.1526545283042008,0.1580675450488577,5.206550943280784e-4,0.06233712895678026,A130071D04Rik
ENSMUSG00000052917,76.64945280991414,0.16925306524188546,0.15569125087561997,5.190482574315437e-4,0.06233712895678026,Senp7
ENSMUSG00000026159,947.1573151158243,0.14469517912906002,0.059087674935127676,5.442122845248317e-4,0.06323365848249621,Agfg1
ENSMUSG00000031059,1092.3522130003564,-0.13860826982962268,0.05269707524097644,5.406237445674214e-4,0.06323365848249621,Ndufb11
ENSMUSG00000057236,1347.787840043089,-0.12739222392711866,0.04441182557258463,5.45365188909409e-4,0.06323365848249621,Rbbp4
ENSMUSG00000028136,279.8534967626834,0.1666574613566903,0.0975072081995739,5.701600454848448e-4,0.06494214680781418,Snx27
ENSMUSG00000032324,264.1499534195996,-0.17341114647864833,0.11496046656226999,5.718918057519723e-4,0.06494214680781418,Tspan3
ENSMUSG00000050357,99.72063849389893,0.1760378686213827,0.13916090005990617,5.800230671183662e-4,0.06519340902355922,Carmil2
ENSMUSG00000076617,516.5406161508288,-0.1563366660663713,0.07811566364479071,5.916845539028256e-4,0.06583237738625883,Ighm
ENSMUSG00000030530,155.72307293584774,0.1601790333766876,0.15292895891917802,6.227889500760947e-4,0.06725510083419788,Furin
ENSMUSG00000009470,631.7198418947249,-0.14900519696456402,0.06698551620295276,6.199313090139436e-4,0.06725510083419788,Tnpo1
ENSMUSG00000064370,18531.692934300598,-0.13384558062100013,0.04976382918915062,6.140444710064298e-4,0.06725510083419788,mt-Cytb
ENSMUSG00000022358,23.958651107349315,-0.1034866278694428,0.13919253679674481,6.52522527468841e-4,0.06978189941814837,Fbxo32
ENSMUSG00000010392,113.18356394945172,-0.1714175125129857,0.137992660903694,6.589906403963194e-4,0.06979597984582171,Gosr1
ENSMUSG00000027395,173.48700691315855,0.1709261031435569,0.1281377006555065,6.855254628284204e-4,0.06991724975050974,Polr1b
ENSMUSG00000028268,37.60191450313884,-0.11043230645792435,0.14229337607971843,6.850625511780646e-4,0.06991724975050974,Gbp3
ENSMUSG00000016087,204.0706018788646,-0.16882773381129706,0.11291868378425576,6.712064535639784e-4,0.06991724975050974,Fli1
ENSMUSG00000023034,891.725589222173,-0.17079210833706493,0.12287111867521593,6.77126542768367e-4,0.06991724975050974,Nr4a1
ENSMUSG00000027808,770.3567537542245,-0.1430676674641565,0.06059279810172606,6.933860001216406e-4,0.07007015404898964,Serp1
ENSMUSG00000028140,263.6516712236717,-0.16489187398814042,0.10565196103085422,7.21841070088773e-4,0.0716313458290796,Mrpl9
ENSMUSG00000022314,999.7153415269356,-0.13301538590711792,0.05042904830362821,7.178707173736042e-4,0.0716313458290796,Rad21
ENSMUSG00000023764,77.35897889944862,0.14086766789968086,0.15014453152095752,7.541613514244708e-4,0.07417042219589774,Sfi1
ENSMUSG00000024732,396.6247705003851,0.161633362710873,0.10009852961957212,7.69096710220141e-4,0.07496991383252082,Ccdc86
ENSMUSG00000000817,82.84626848480465,-0.14189347470416158,0.14783724642124157,8.458608847115423e-4,0.07574924914713527,Fasl
ENSMUSG00000074797,748.0361735110342,-0.1455271980618362,0.06769770654943284,8.343649783767641e-4,0.07574924914713527,Itpa
ENSMUSG00000043733,408.0567015675036,0.1553706715732303,0.08641590055263901,8.070036887715972e-4,0.07574924914713527,Ptpn11
ENSMUSG00000076490,3075.0786454484,-0.12481292381812986,0.04531264136087064,8.166282360568634e-4,0.07574924914713527,Trbc1
ENSMUSG00000025290,14690.612514739887,-0.1401981487533811,0.05954974835853644,8.236225696118136e-4,0.07574924914713527,Rps24
ENSMUSG00000032245,92.4926787857455,0.15592776793597735,0.1438139723512041,8.45478831343527e-4,0.07574924914713527,Cln6
ENSMUSG00000019505,3538.6666083501586,-0.1067016903225577,0.03568080524474151,8.20709612425589e-4,0.07574924914713527,Ubb
ENSMUSG00000006360,357.03172609667007,-0.16437574399039925,0.11535841839749089,8.177131129966001e-4,0.07574924914713527,Crip1
ENSMUSG00000045983,1219.451592621568,0.1407902428151343,0.060370041085122415,8.258004286301066e-4,0.07574924914713527,Eif4g1
ENSMUSG00000016498,453.232904844628,0.15434452900090195,0.08479216809929185,8.223860305491816e-4,0.07574924914713527,Pdcd1lg2
ENSMUSG00000049327,817.0381284958928,0.1383742328561113,0.058395907080218454,8.895081854930484e-4,0.07749606200960317,Kmt5a
ENSMUSG00000029826,467.1743439258125,-0.14862998192008628,0.07467314670468328,8.763057107446486e-4,0.07749606200960317,Zc3hav1
ENSMUSG00000024188,366.08145454743715,0.15147190595822083,0.08086322908253488,8.808085324312668e-4,0.07749606200960317,Luc7l
ENSMUSG00000064341,45245.02407190172,-0.12863087943364565,0.04874001519124149,8.935088402378213e-4,0.07749606200960317,mt-Nd1
ENSMUSG00000030733,139.90504293456434,0.16233625437859017,0.12266319461490395,9.022638021908509e-4,0.07764402954009549,Sh2b1
ENSMUSG00000030224,1825.6066009433189,-0.12514517893192587,0.04634299302044195,9.166320381700338e-4,0.07799977018785181,Strap
ENSMUSG00000037552,90.50072154544942,0.1521420651845174,0.14277492735273528,9.205601565520414e-4,0.07799977018785181,Plekhg2
ENSMUSG00000050957,99.27562410966485,-0.15145348875859316,0.1411170047808488,9.699037805545252e-4,0.08155335986876408,Insl6
ENSMUSG00000027195,593.4575799645221,-0.1499458127880379,0.08140931842274425,9.80697424731951e-4,0.08183622828350334,Hsd17b12
ENSMUSG00000037221,100.24348979997946,0.15332977791893398,0.1369455602842301,0.001022477304009451,0.08468110905010603,Mospd3
ENSMUSG00000030846,580.236263026832,0.14028794482818496,0.06390956471079093,0.0010424125292184442,0.08568786574135195,Tial1
ENSMUSG00000028433,365.0556073952499,0.1476674589069208,0.0794710934388636,0.0010730100432682832,0.08754967130814918,Ubap2
ENSMUSG00000009566,148.40605656817957,0.15605933329257723,0.12472026727435745,0.0010953529183529065,0.08834312564920939,Fpgs
ENSMUSG00000029730,1442.1460133321425,-0.12758296744680492,0.049701033770157284,0.001098775144252536,0.08834312564920939,Mcm7
ENSMUSG00000028884,486.09679299755214,-0.14315497677309194,0.07070442390855596,0.0011133416967612061,0.0888656434045267,Rpa2
ENSMUSG00000000563,3299.434226136995,-0.10664086443750337,0.03720161236121283,0.001186348040033045,0.09401168101412943,Atp5pb
ENSMUSG00000030750,1099.9903777732416,-0.12994886577966985,0.05282338965220072,0.00120278888199436,0.09463371096548483,Nsmce1
ENSMUSG00000035000,82.28490843771603,-0.13654788353118835,0.13916730087932694,0.001247107617947952,0.095571811935975165,Dpp4
ENSMUSG00000028692,1294.6359258098062,-0.12942125877466318,0.05272046352977541,0.0012486160776508434,0.095571811935975165,Akr1a1
ENSMUSG00000002486,26.20936253636001,0.08488593792102539,0.12535640245034027,0.0012494181496850135,0.095571811935975165,Tchp
ENSMUSG00000056290,1415.1930578322338,-0.14427271221311772,0.0768404693903171,0.0012402190435610674,0.095571811935975165,Ms4a4b
ENSMUSG00000020156,239.54331219488043,0.14927203849660223,0.09448408251717975,0.0012897427472619595,0.09781871656410875,Pwwp3a
ENSMUSG00000057522,344.81916817015775,-0.14752713518531213,0.08841315602358123,0.0012965531201416139,0.09781871656410875,Spop
ENSMUSG00000051998,66.72355532180276,0.1345503494059509,0.13774686038902254,0.0013391100070404313,0.10034215460918607,Lax1
ENSMUSG00000021431,237.57717021656455,0.14785631528500975,0.0926767408085312,0.0013531178443429788,0.10070670983403994,Snrnp48
ENSMUSG00000081975,2.7458830538572565,0.021339044720170054,0.09152856720739887,0.0013678558668109794,0.1011203514961271,Gm12482
ENSMUSG00000071866,8320.070580426294,-0.1028740635924849,0.03610697343552065,0.0013927275183164328,0.10227262409503672,Ppia
ENSMUSG00000025153,1265.2319907056446,0.13691483494304654,0.06528790541748358,0.0014267433161863072,0.10339195807758009,Fasn
ENSMUSG00000033909,210.08155358388137,0.14814037330746535,0.0987881413586818,0.0014200307983212395,0.10339195807758009,Usp36
ENSMUSG00000019857,515.8534391537112,-0.13473789820889517,0.06225122144256468,0.0014768690202990944,0.10632491672284003,Asf1a
ENSMUSG00000076498,6950.245591638791,-0.13094930994365925,0.057121360900087105,0.001516626283783489,0.10847817218100735,Trbc2
ENSMUSG00000028212,219.390257239622,-0.14519092344296816,0.09495092269567448,0.0015777860276738232,0.11142168073681918,Ccne2
ENSMUSG00000019851,44.651873284461864,-0.10690384551334728,0.13290394670084477,0.0015780101856508208,0.11142168073681918,Perp
ENSMUSG00000020277,558.1670840727379,0.13994411333089454,0.0772330661897763,0.0016376067100087165,0.1143070918625979,Pfkl
ENSMUSG00000025134,3654.861070226665,-0.116949931574176,0.04489507817028039,0.0016396296426954577,0.1143070918625979,Alyref
ENSMUSG00000039804,125.34331924118797,0.143301082235367,0.11647956276246048,0.0017185406906418531,0.11905487866301895,Ncoa5
ENSMUSG00000058546,13334.378872904183,-0.10555488742196946,0.03849254217167601,0.0017390355135371415,0.11972172613507259,Rpl23a
ENSMUSG00000036764,40.30338141598351,-0.11116335511977882,0.13246279142661363,0.0017645623841263001,0.12014606758742534,Dnajc12
ENSMUSG00000038206,172.16026512372034,-0.1436298346861605,0.10500485730783776,0.0017670143394609992,0.12014606758742534,Fbxo8
ENSMUSG00000068917,160.49343015210832,0.14307564837163347,0.10688077977157352,0.00180493752712946,0.12063456277928698,Clk2
ENSMUSG00000028693,1775.3648194825237,-0.118568577260637,0.04683018964671818,0.0018070542767664416,0.12063456277928698,Nasp
ENSMUSG00000063200,2865.3535463826825,-0.11441300412012137,0.043859498232119085,0.0018000739021869808,0.12063456277928698,Nol7
ENSMUSG00000028560,839.20162312451,-0.12915233129413456,0.058108037051489814,0.0018563774929848832,0.12254833197527604,Usp1
ENSMUSG00000031562,218.78031537200667,0.1421980082535073,0.1070784724821767,0.0018661928815077871,0.12254833197527604,Dctd
ENSMUSG00000008393,118.68759296281675,-0.13996662334665488,0.11848826722767881,0.0018690984813296754,0.12254833197527604,Carhsp1
ENSMUSG00000006456,387.90324342732976,0.1363658695061828,0.07401673025605916,0.0019131108532046655,0.12469181093520348,Rbm14
ENSMUSG00000023150,639.194975918767,0.12976288465004293,0.0597465327819547,0.0019252674102236678,0.1247460030800806,Ivns1abp
ENSMUSG00000041560,770.1848956419781,-0.12680617626567986,0.0558871298924899,0.0019680673294146735,0.12607584129315055,Nop53
ENSMUSG00000031862,190.74459917339132,0.14079070979713046,0.10301948232983389,0.001980128964477081,0.12607584129315055,Atp13a1
ENSMUSG00000020484,495.5320440354461,0.13757159498286353,0.07965870207551526,0.0019697950692280984,0.12607584129315055,Xbp1
ENSMUSG00000070493,3347.3777627949753,-0.11260832487200997,0.043477862658754224,0.002018639805446768,0.12705895689712085,Chchd2
ENSMUSG00000058443,827.902459308984,-0.1286038198163992,0.0588287529533738,0.0020130887635527767,0.12705895689712085,Rpl10-ps3
ENSMUSG00000109336,189.6693018950222,0.14009498912674978,0.10316814856037745,0.002036502254578908,0.12745495644424243,Samd4b
ENSMUSG00000027533,859.771809997804,-0.12777703687754952,0.05925724074953094,0.0021919229810599726,0.13050827911554377,Fabp5
ENSMUSG00000042404,128.07804242870014,0.13519440872382427,0.1182683766185353,0.0021520604172985416,0.13050827911554377,Dennd4b
ENSMUSG00000028293,242.01855244487152,0.137624188507428,0.08962398529123644,0.002186422339768414,0.13050827911554377,Slc35a1
ENSMUSG00000035726,618.3871184195233,-0.13653620521552773,0.08001556944564481,0.0021019969440325345,0.13050827911554377,Supt16
ENSMUSG00000040433,123.53665033251423,-0.1379203124013666,0.11223981485381514,0.002119810534504764,0.13050827911554377,Zbtb38
ENSMUSG00000020388,6.273928841515279,-0.037302754881261634,0.0976319887774746,0.002133231565013126,0.13050827911554377,Pdlim4
ENSMUSG00000059751,12.371281146208696,0.05915293626551911,0.10901831619692197,0.0021655698699400952,0.13050827911554377,Rps3a3
ENSMUSG00000024235,213.33889951903794,-0.13842462525443253,0.10085664878250984,0.0021829278178977438,0.13050827911554377,Map3k8
ENSMUSG00000055491,206.5463239205933,0.1385040977832466,0.09527440056938845,0.0021571324178414936,0.13050827911554377,Pprc1
ENSMUSG00000027306,554.6029602719417,-0.13000125246887725,0.0638494469697258,0.002238596655995678,0.1316399550328986,Nusap1
ENSMUSG00000052040,394.2042797667477,-0.13419626277066224,0.0753820352034826,0.002246782709594638,0.1316399550328986,Klf13
ENSMUSG00000041187,217.97536527461725,0.13724130838480236,0.09081386172635232,0.002244041554849866,0.1316399550328986,Prkd2
ENSMUSG00000026708,158.63443782504774,-0.1371632614180977,0.09774424168783151,0.002301196945214422,0.13201918933092113,Cenpl
ENSMUSG00000003873,1001.6425299606901,-0.1339217144420949,0.11624773450782777,0.0022983571539389297,0.13201918933092113,Bax
ENSMUSG00000021978,275.7608048750106,0.1364480569519122,0.08797889424083559,0.0022929404177878645,0.13201918933092113,Extl3
ENSMUSG00000085156,234.8377950787255,-0.13705018543575953,0.09427565205265066,0.002297808825351586,0.13201918933092113,Snhg15
ENSMUSG00000062939,143.87906579938596,-0.13438037420283486,0.11412004710877824,0.002331014865470126,0.13235117908841978,Stat4
ENSMUSG00000019139,312.9775746715069,0.1338489780654101,0.07604771147932145,0.0023199329054619396,0.13235117908841978,Isyna1
ENSMUSG00000045193,107.9439439874939,-0.13085700630825933,0.11977612410885487,0.0023552758065800176,0.1330428872280969,Cirbp
ENSMUSG00000004980,9346.947248492068,0.10404356154623413,0.03938455553040855,0.002384995130440133,0.13403429266223502,Hnrnpa2b1
ENSMUSG00000054717,4890.242047348245,-0.12380503027635037,0.05518430173821282,0.0024002847345212055,0.13420881396320344,Hmgb2
ENSMUSG00000004929,159.00828271998495,0.13496108349952965,0.10784504788541542,0.0024293986074833637,0.13515063465368307,Thop1
ENSMUSG00000026238,9247.872230765553,-0.11623917999074569,0.047995077559006415,0.0025271910797275954,0.13857385273574224,Ptma
ENSMUSG00000025324,194.22875691427976,0.13460595769841469,0.10331336730718312,0.0025286740263172213,0.13857385273574224,Atp10a
ENSMUSG00000021103,292.5572402813682,-0.13331970273565139,0.0793719902532882,0.002505011832797966,0.13857385273574224,Mnat1
ENSMUSG00000051154,359.5686383997898,-0.1316520843230418,0.07422924062937132,0.002575040472500155,0.13952724462883898,Commd3
ENSMUSG00000038279,409.27006326710483,0.13220429780210102,0.07698498542077876,0.0025935038169074996,0.13952724462883898,Nop2
ENSMUSG00000020267,3701.9176784056626,-0.1081196960276947,0.04223282588242015,0.002559785549016736,0.13952724462883898,Hint1
ENSMUSG00000047284,74.12702990776812,0.11781064629990434,0.12508657475711968,0.0025967394597287323,0.13952724462883898,Neurl4
ENSMUSG00000087433,15.329646747553728,-0.06866217264928222,0.11330122995352644,0.002684737392499942,0.14005344737974726,Gm14167
ENSMUSG00000003644,291.99433914539753,0.1320761132554789,0.08059022634287781,0.0027209657502738007,0.14005344737974726,Rps6ka1
ENSMUSG00000012123,36.228489737008466,-0.0920207363098594,0.12307324407037094,0.0026440811562694075,0.14005344737974726,Crybg2
ENSMUSG00000053175,78.51212888613482,-0.08981110813499493,0.12220100227374586,0.002695677875664382,0.14005344737974726,Bcl3
ENSMUSG00000007892,34205.2732052951,-0.12496021089444646,0.0591902745060618,0.002708867768205024,0.14005344737974726,Rplp1
ENSMUSG00000038895,38.380859754720625,0.09171626308784182,0.12277072430546657,0.002702557480116714,0.14005344737974726,Zfp653
ENSMUSG00000032388,462.4930449309155,-0.12708348244520662,0.06323312393616108,0.0027039298100489553,0.14005344737974726,Spg21
ENSMUSG00000078651,23.1655575001006,0.07259200620280665,0.11528907174232804,0.002639628308035918,0.14005344737974726,Aoc2
ENSMUSG00000015671,1839.7479506044895,-0.1129879493806586,0.045885103304768825,0.0026650882476492344,0.14005344737974726,Psma2
ENSMUSG00000111013,12.531174978310409,-0.04710531600471352,0.10214446541410019,0.002774563444612822,0.1408400109366691,Gm32468
ENSMUSG00000031880,36.635434099873734,-0.08796894673072628,0.12137858633093103,0.0027617199126210193,0.1408400109366691,Rrad
